Post title,Created date,Engagement rate
Happy holidays from the KickstartAI team!,12/24/2025,0.054200541228055954
"📚 In what ways can AI support education?

In our latest Community Spotlight, Dr Pauldy Otermans and Dev Aditya, founders of Otermans Institute, describe how their work evolved from direct teaching in underserved communities to building conversational AI teachers deployed across multiple education levels.

They reflect on launching their first AI teacher in 2021, early deployments in refugee camps, expansion through partnerships with governments and institutions, and recent engineering work to enable on-device, offline operation in low-connectivity environments.

👇 Read their full story below: 
https://lnkd.in/eG7x-zbV

#AI #AIinEducation",12/23/2025,0.02054794505238533
"On Friday, we wrapped up our last workshop of the year with a hands-on session focused on humanitarian impact 🌎 

We teamed up with 510 - The Netherlands Red Cross' data & digital team to tackle a critical challenge: the lack of reliable data on water access and waste management in areas with limited monitoring.

Participants explored how openly available satellite imagery could help detect:
🔹 Water points such as wells, tanks, and reservoirs
🔹 Indicators of pollution or poor waste management

💡 The outcome?
Rather than building full models, the goal was to assess feasibility. Mixed teams brainstormed patterns visible from space and identified the tools needed to turn these insights into support for humanitarian and environmental action.

A big thank you to The Hague Humanity Hub for hosting us!

We're kicking off the new year with a Community Meet & Greet brunch, you can RSVP here: https://lnkd.in/e-GEdG_J",12/22/2025,0.0
"🎧 Our new podcast episode is out, and it’s our 2025 AI roundup! 

Evertjan Peer, Cascha van Wanrooij, and Nic van Vliet look back at the models and moments that shaped this year, from the releases of DeepSeek R1, o3, Gemini 3, and Claude 4 to the rise of coding agents, and the push towards multimodality. 

They discuss why 2025 became the year of gradual progress rather then the year of general agents, and analyze the different views of today’s leading AI thinkers – from Ilya Sutskever’s push for a new age of research to Dario Amodei’s scaling maximalism. They wrap up with market predictions for 2026.

👇 Listen to the full conversation below, and share your thoughts in the comments! 

#TheKickstartAIPodcast #AI2025Roundup #AI 

https://lnkd.in/ebyyaW9R",12/19/2025,0.042500000447034836
"How is AI being tested in aviation? ✈️ 

In a new technical blog, Jeroen Nelen, ML Engineer at KickstartAI, shares insights from our recent challenge with KLM Royal Dutch Airlines, which explored the use of machine learning to optimize contingency fuel planning.

Jeroen breaks down: 
🔸 The challenge setup 
🔸 How teams validated new data sources like TAF and METAR weather data 
🔸 Different modeling approaches they tested, including LightGBM
🔸 How they incorporated explainability features

👇 Read the full article below: 
 https://lnkd.in/ex5paVXj",12/18/2025,0.05924695357680321
"The potential of AI technologies like NLP to contribute to global food security is significant – but are we overlooking a fundamental issue? 

🎧 In our latest podcast, Marieke Meeske ( PhD researcher at Zero Hunger Lab at Tilburg University) points to a major hurdle: a profound data divide, where the countries most affected by food insecurity are often the least represented in the global datasets.

How do we close that gap and reduce the ethical risk around it?

👇 Listen to the full conversation below: 
Spotify: https://lnkd.in/eEixKhYb
Apple podcasts: https://lnkd.in/ehDx5b8N

#TheKickstartAIPodcast #AI #AIforGood",12/16/2025,0.03804347664117813
"On Friday we got together for our last KickstartAI meetup of the year, an evening focused on the intersection of AI and space. ☄️ 

A big thank you to everyone who joined, to The Hague Tech for hosting us, and to our guest speakers for sharing their expertise on this fascinating topic: 

🔸 Michael Janßen (Radboud University & Event Horizon Telescope)
shared his work on a neural network trained on millions of simulated datasets – showing how it overcomes observational challenges to extract complex scientific parameters (such as spin and magnetic fields) from the Event Horizon Telescope's black hole data.

🔸 Raj Thilak Rajan (Delft University of Technology & Delft Sensor AI Lab)
 explained how multi-agent swarms, like drones and rovers, use edge intelligence to navigate and make decisions in challenging environments. He highlighted Bayesian methods, sensor fusion, and recent developments in multi-agent space systems, including TU Delft’s Lunar Zebro hexapod.

👉 We're wrapping up 2025 with a workshop on water and waste monitoring using satellite data. RSVP here: https://lnkd.in/eK_BP6E2",12/15/2025,0.34828102588653564
"“Data en AI is cruciaal"", stelde Peter Wennink vanochtend bij de presentatie van zijn rapport 'De route naar toekomstige welvaart.'

🔸  Het is duidelijk dat urgentie van investeringen en concrete stappen op AI absoluut noodzakelijk zijn: versnelling van AI-ontwikkeling is cruciaal voor productiviteitsverhoging. 

🔸 En AI toepassing is minstens zo belangrijk, maar die blijft echter achter, zo blijkt. Nederland verliest terrein in het gebruik in bedrijven klein en groot. KickstartAI pakt die handschoen graag op. Door op grote schaal verantwoorde AI projecten te doen, bij bedrijven als KLM, Ahold maar ook in de hoogwaardige maakindustrie, in de zorg bij Erasmus MC en LUMC en met de overheid rondom de Nationale Digitalisering Strategie. 

Dit onderstreept de noodzaak van een groot transformatieprogramma waarmee we AI inzetten voor maatschappij en economie. Wij delen met Wennink dat het één voor twaalf is: voor de Nederlandse economie én voor het verantwoord versnellen van AI toepassing. 

👇 Bekijk hieronder het volledige rapport: https://lnkd.in/e8Uh3g3M

#AI #AItoepassing #AIadoptionNetherlands",12/12/2025,0.03469210863113403
"🎧 In our latest podcast, Evertjan Peer talks with Marieke Meeske (researcher at the Zero Hunger Lab at Tilburg University) about how NLP is being used in food security analysis and policymaking.

One finding from her research is hard to ignore:
🔍 Across 60+ NLP use cases in food security, only 12% ever reach deployment.
The other 88% remain in the research phase – indicating a clear implementation gap.

Marieke explains what’s behind this gap and why collaborations between academia and societal partners are essential if we want these methods to have impact. 

👉 Listen to the full conversation here: https://lnkd.in/eEixKhYb

#TheKickstartAIPodcast #AI #AIforGood",12/11/2025,0.02738225646317005
"We’re excited to share that Erick Webbe will be joining KickstartAI as our new CEO starting January 1 🚀 

Erick is a familiar and trusted force within KickstartAI. As a long-time board member representing Ahold Delhaize, he has actively supported our mission to accelerate the adoption of AI in the Netherlands. He brings a deep understanding of how large organizations work, how AI moves from idea to implementation, and what it takes to connect different stakeholders around one shared goal.

In his new role as CEO, Erick will focus on growing KickstartAI’s impact: helping more organisations tackle concrete AI challenges, sharing what works openly with the community, and strengthening the Dutch AI ecosystem. 🇳🇱 

As Erick puts it, “the Netherlands must move from talking about AI to doing AI.”
“We want to show that progress doesn’t start with big words, but with tangible actions. And that a small country, if it wants to, can set a big example. I’m incredibly excited to turn our mission into reality.”

🌟 We’re looking forward to this next chapter with Erick guiding the way!

If you’d like to dive deeper into Erick’s background and vision, you can read his full interview below (link in comments) 👇 

#KickstartAI #AIAdoption #AINetherlands",12/10/2025,0.0
"🚀 The KickstartAI x ING Challenge is a wrap! 

Over a two-week sprint, 14 ML engineers and data scientists from KickstartAI, ING, and our partners KLM Royal Dutch Airlines, Nederlandse Spoorwegen, Ahold Delhaize, and bol joined forces to take on a bold mission: create a prototype for a financial health chatbot. 

🌟 And the outcome?

The team delivered a working prototype that operates anonymously and offers personalized educational support. It marks an important step for ING in helping customers improve their financial wellbeing, support those facing financial stress, and strengthen financial knowledge and resilience.

🇳🇱 This challenge proved once again the importance of sharing knowledge across industries and building collectively, ultimately accelerating AI adoption in the Netherlands. 

#AI #FinancialHealth #KickstartAI #ING",12/09/2025,0.11083032190799713
"🌎 How can AI support food security and the policies needed to protect it? 

🎧In our latest podcast, Evertjan Peer sits down with Marieke Meeske (PhD researcher at Zero Hunger Lab at Tilburg University) to discuss why food security is such an interconnected challenge, shaped by factors like climate, biodiversity, agriculture, and nutrition. 

Marieke shares how NLP can help make policy-relevant information easier to access and use, enabling more coordinated and evidence-based decisions.

👉 Listen to the full conversation here: https://lnkd.in/eEixKhYb

#TheKickstartAIPodcast #NLP #FoodSecurity #AIforGood ",12/04/2025,0.04954128339886665
"On Monday, we wrapped up an inspiring Data Science Summit, co-organized by KickstartAI and ING. 

🌟 It was an exclusive day of sharing, learning, and connecting with our partner companies - KLM Royal Dutch Airlines, Nederlandse Spoorwegen, Ahold Delhaize, and ING - diving deep into how AI is driving real impact across industries. 

While the details stay under wraps, one thing is clear: when teams come together to openly exchange knowledge, the entire AI ecosystem grows stronger.

👏 A big thank you to everyone who contributed, shared their insights, and helped make the summit such a success.

#DataScience #AI #DutchTech",12/04/2025,0.5632715821266174
"🌎 How can multimodal AI advance biodiversity research? 

In our latest article, we dive into two insightful projects: BioAnalyst, a large-scale foundation model for biodiversity forecasting, and bio-inspired computer vision to identify individual animals by the patterns on their skin.

We speak with Thanasis Trantas, AI Research Scientist at TNO, and Rita Pucci, Assistant Professor at LIACS about how these models are built, the challenges behind them, and what they could mean for the future of biodiversity research.

👇 Read the full article below: 
https://lnkd.in/eNxC6RDM

#AI #MultimodalAI #biodiversity ",11/27/2025,0.023166023194789886
"📖 In our latest article, we take a closer look at the limits of benchmark-driven AI research – and why today’s scores often tell us less than we think.

We spoke with Maarten C. Stol, Chief Scientific Officer at Braincreators, about how benchmarks like ImageNet shaped modern AI, but also narrowed what we consider progress.

We dive into: 
🔸 How benchmark saturation changes what accuracy scores actually represent
🔸 Why what models get wrong is more revealing than what they get right
🔸 Shifting evaluation from performance numbers to the quality and nature of error cases

👇 Read the full article below and share your thoughts in the comments!
https://lnkd.in/euQybT5N

#AI #MachineLearning #Benchmarking ",11/26/2025,0.02482544630765915
"Yesterday, ING and KickstartAI - together with our partners Ahold Delhaize, KLM Royal Dutch Airlines and Nederlandse Spoorwegen - hosted the AI team of the Ministry of Economic Affairs for a working visit focused on practical AI application and adoption.

🇳🇱 KickstartAI is built on the belief that accelerating the Dutch economy through AI requires shared learning and action. During the session, our founding partners shared practical insights from the AI projects we’re carrying out together: 
🔸 What it really takes to move from idea to implementation and adoption
🔸  How to set clear goals, and how to embed AI into the core of their organisations - not as side projects, but as drivers of impact.

We discussed how organisations can strengthen their AI adoption by learning through doing, by looking at AI not only as a technology but also in terms of organisational change and broader impact, and by integrating it deeply into customer-facing and operational processes. 

We also explored how the government can help lower barriers and accelerate this transition.

⚡ Our priority at KickstartAI is clear: the urgency of AI adoption is real, and action is needed now for the Netherlands to stay competitive, economically resilient, and technologically independent.

Thanks to the Ministry for the open and constructive exchange, and to our partners for sharing their experiences so openly. The work continues!

#AI #AINetherlands #AIAdoption",11/25/2025,0.0
"🇳🇱 Today, a broad coalition of AI experts presents the National AI Delta Plan – a concrete roadmap to make the Netherlands a European leader in AI through targeted investments in knowledge, talent, and infrastructure.

At KickstartAI, we strongly support this initiative and actively contribute to its vision. For years, we’ve been working hands-on with companies across sectors to move AI from experimentation to scalable impact, while cultivating one of the Netherlands’ biggest communities of AI professionals. 

📉 The Netherlands currently ranks 23rd worldwide in AI application. Without immediate and ambitious action, we risk falling further behind, with major consequences for our competitiveness, economic security, and technological sovereignty.

We believe the AI Delta Plan is essential as it calls for: 
 ✅ Accelerating AI adoption in businesses and government
 ✅ Investing in compute infrastructure and AI labs
 ✅ Attracting and training AI talent
 ✅ Supporting AI startups and scaleups
 ✅ Establishing an independent National AI Institute
 ✅ Addressing regulatory friction that limits AI adoption and startup growth 

We are committed to contributing to this mission by accelerating responsible AI adoption, fostering talent, and strengthening collaboration across the ecosystem. The time to act is now. 

👏 Shoutout to the team behind the strategy: Jelle Prins, Michiel Bakker, Renée Frissen, Stan van Baarsen, Oscar Lepoeter, Onno Eric Blom

Read more about the National AI Delta Plan below: 

https://lnkd.in/eGPw2fRz

#AI #AINetherlands #AIDeltaPlan",11/24/2025,0.06267154961824417
"
Very proud to see the CEOs of our founding partners featured in this insightful article by Het Financieele Dagblad!

📌 In this article, Frans Muller (Ahold Delhaize), Steven van Rijswijk (ING), Wouter Koolmees (Nederlandse Spoorwegen), and Marjan Rintel (KLM Royal Dutch Airlines) shared their lessons from deploying AI in large organizations: from reducing food waste and detecting unattended objects at train stations to fighting money laundering and predicting actual passenger numbers to better plan onboard services. 

What makes this piece special to us isn’t just the mention of KickstartAI, but the shared philosophy reflected: 

🔹 Focus over fragmentation
🔹 Start with the problem, not the technology
🔹 Don’t force AI on people, make it work for them
🔹 Combine operational reality with strategic vision
🔹 Move from isolated experiments to scalable practices

We’re proud of our partners, their honesty about what works (and what doesn’t), and how they keep pushing for AI that actually serves people, processes, and society.

👉 This is a must-read for any company navigating the shift from AI potentials to real operational impact. 

Read the full article below:
https://lnkd.in/erNQm2xt

#AI #AholdDelhaize #ING #NS #KLM #KickstartAI",11/24/2025,0.03905053436756134
"🌎 How can AI support global food security in practice?

In our latest podcast, Evertjan Peer speaks with Marieke Meeske, PhD researcher at Zero Hunger Lab at Tilburg University, about how NLP is being used in food security analysis and policymaking. 

📊 They discuss her review of 60+ NLP use cases, covering early warning systems, public discourse around food sustainability, and why many AI solutions never move beyond the research stage.

They also touch on one part of her current research work with the UN’s Food and Agriculture Organization (FAO): using NLP to analyze policy integration across climate, agriculture, and nutrition — helping identify gaps and misalignments in national food policies.

🎧 Listen to the full conversation below and share your thoughts in the comments! 
https://lnkd.in/e79zVqjg
#AI #FoodSecurity #NLP #AIforGood #TheKickstartAIPodcast",11/21/2025,0.0451577790081501
"We’re thrilled to start our project with Leiden University Medical Center to create an AI tool that improves wound care and reduces nurse’s administrative burden!

🩹 What we’re building
In collaboration with LUMC’s Cairelab and the Nursing Information Officers (NIOs), we’re developing an AI model that can generate structured wound reports directly from photos

💡 Why this matters
Nurses dedicate valuable time to wound reporting — a manual, time-consuming process, which often takes place daily. Our goal is to let AI handle the routine steps: automatically detecting the wound area, classifying tissue types, and drafting a structured TIME-style report that nurses can quickly review and validate.

The impact:
 ✅ Less administrative work
 ✅ More consistent and objective wound reports
 ✅ Better communication and handovers
 ✅ More time for direct patient care

The goal is to have the model operational in the hospital within one year. After validation, the same approach could be used in more hospitals across the Netherlands. 

This project builds on LUMC’s success as one of the winners of the National AI Challenge 2025, organized together with AI Coalitie 4 Nederland | AIC4NL.  As part of the prize, our team of ML engineers will help bring this idea to life — from prototype to adoption.

At KickstartAI, we believe that AI is a force for good, and we’re proud to collaborate on innovations that have real impact on care, patients, and professionals 🤝 🇳🇱 

#AIinHealthcare #Healthcare #Innovation",11/18/2025,0.12652438879013062
"🚀 Exciting news! We're kicking off the KickstartAI x ING Challenge: Financial Health Chatbot — a collaborative initiative focused on using AI to improve financial well-being.

Over the course of two weeks, 14 participants from our team and our partner companies — ING, KLM Royal Dutch Airlines, Nederlandse Spoorwegen, Ahold Delhaize, and bol — will join forces to co-create a smart, empathetic, and accessible GenAI-powered chatbot prototype.

💡 The core purpose of this challenge is to develop a tool that helps ING customers take control of their financial health, by supporting individuals experiencing financial stress or instability, as well as those actively seeking to improve their financial knowledge.

⚙️ We’ll build a solution that understands users and offers educational guidance based on validated ING content. By operating anonymously and steering clear of specific financial advice, the chatbot has the potential to lower the barriers to seeking financial support. Ultimately, it could increase financial literacy and resilience across society. 

The challenge will serve as a launchpad for validation and scaling, paving the way toward the implementation phase.

Together with our partners, we believe in sharing knowledge, building collectively, and accelerating AI adoption across the Netherlands — all while ensuring AI is used as a force for social good.🇳🇱

#innovation #GenAI #financialhealth #collaboration",11/19/2025,0.10398129373788834
"🌟 Don’t miss our last workshop of the year!

We’re proud to partner with 510 - The Netherlands Red Cross' data & digital team for a hands-on mini hackathon to explore how satellite imagery can help fill data gaps on clean water access and waste management — supporting more effective humanitarian action in vulnerable areas.

🗓️ What's on the agenda: 
💧 Dive into satellite images to spot potential water points like wells or tanks.
♻️ Identify visible waste issues such as plastic accumulation or open dumpsites.
 🛠️ Work in mixed teams to explore what’s feasible from space, which datasets and tools are available, and how these insights could support humanitarian or environmental action.

If you’re interested in satellite data interpretation and humanitarian data challenges, this one’s for you. Join us for an evening of inspiring collaboration and use your skills to make a real impact!

Spots are limited. RSVP below 👇 

#Data4Good #SatelliteImagery #KickstartAI",11/14/2025,0.02985074557363987
"AI is leaving orbit 🚀 
Join us on December 11 for this year's last KickstartAI meetup, where machine learning meets the mysteries of the universe! 

Expect technical discussions and learn about: 

⚫ “How AI can help us unravel the mysteries of black holes”
 → Michael Janßen, Assistant Professor of Astrophysics at Radboud University and member of the Science Board at Event Horizon Telescope

🌙 “AI Technology in Lunar Zebro”
 → Raj Thilak Rajan, Assistant Professor in Signal Processing Systems and Co-Director of the Delft Sensor AI Lab at Delft University of Technology

🌠 As always, there’ll be plenty of time to connect with fellow AI professionals — with dinner and refreshments on us.

RSVP using the link below: 

#AIinSpace #AI #AIMeetup #KickstartAICommunity",11/12/2025,0.035545025020837784
"🎧 In our latest podcast, Andrii Degeler (founder of unzip.media and journalist-in-residence at Dealroom.co) joins Ioanna Lykiardopoulou to discuss how LLMs’ data needs are shifting — and what that means for news publishers.

As Andrii explains, training data is no longer a viable revenue model; the focus is moving to real-time information and how its use is controlled and priced.

We also cover: 
🧠 AI literacy & media trust
🗞️ GenAI use in newsrooms 
 ✍️ Authorship and disclosure ethics
📊 The sustainability of media business models 

👉 Listen to the full podcast here: https://lnkd.in/ewnQpayp

#TheKickstartAIpodcast #AIinMedia #GenAI",11/11/2025,0.030651340261101723
"Our AI for the Planet meetup was a special one, bringing together the KickstartAI and Xomnia's Data&Drinks communities for an evening full of energy and lively conversations!

A big thank you to Xomnia for hosting us, to everyone who joined, and to our speakers who shared their work on stage: 
🔸 Akhil Chhibber 🇮🇳 🇳🇱 applying deep learning to map deforestation in the Amazon
🔸 Inês S. Veríssimo developing AI-powered tools to monitor and protect sea turtles.
🔸 Maria Bader, Ph.D. using satellite imagery to help wildlife rangers make data-informed conservation decisions.

Our key takeaways? 
🌱 Good data beats complex models.
 🧭 Tools need to be usable, not just accurate.
 💪 There’s always a way to create real social impact.

Couldn't make it? Join our upcoming meetup on December 11: https://lnkd.in/ecMy3ueV

#AIxPlanet #AIforGood #AI",11/07/2025,0.3246753215789795
"🚀 We’re excited to kick off our project with Politie Nederland and start working on an AI tool to support the fight against environmental crime. 

While environmental crime is the third largest criminal activity in the world, the respective laws are complex and environmental criminals know how to cover their tracks. But in doing so, they’re prone to violating other laws. 

💡 That’s why the idea is to develop a tool that can search for all relevant legislation beyond the scope of environmental law, potentially uncovering criminal offences that are easier to prove. 

Think of Al Capone, who ultimately didn’t get convicted for the many murders tied to his name, but for something entirely different: tax evasion. 

The Police was one of the winners of the National AI Challenge 2025 we organized together with AI Coalitie 4 Nederland | AIC4NL. As part of the prize, our team of ML engineers will help bring their AI idea to life, from development to adoption. 

At KickstartAI, we believe AI is a force for good. We look forward to continue working with the Police on a project with such far-reaching societal impact. 

⚡ Stay tuned! 

#AIforGood #AI #AISocialImpact ",11/06/2025,0.12541992962360382
"🚀 Meet Ioanna Lykiardopoulou, Content Strategist at KickstartAI!

With a background in classical languages and tech journalism, Ioanna cares about the human side of AI and focuses on telling stories that matter. Her goal? To disseminate knowledge, insights, and ideas across the Dutch AI ecosystem.

Read her full story below (link in comments) 👇  ",11/05/2025,0.0
"What's the role of media and AI literacy in they way we find, consume, and trust news? 

🎧 That's one of the key questions Andrii Degeler (founder of unzip.media and journalist-in-residence at Dealroom.co) and Ioanna Lykiardopoulou addressed in our latest podcast. 

They also talked about GenAI's impact on journalism, from changes to the newsroom workflow to the sustainability of media's business model. 

👉 Listen to the full conversation: https://lnkd.in/ewnQpayp

#TheKickstartAIPodcast #AILiteracy #AIinJournalism ",11/03/2025,0.046444121748209
"🩺 How can AI help people understand their own health?

In our latest Community Spotlight, we speak with Merlijn van Breugel and Iman Hashemi from Ditto, the startup behind an AI app that turns complex medical medical information into plain language. 

They share what's happening behind the scenes: LLM pipelines, explainability, hallucination safeguards, and what it takes to build trust in healthcare AI.

👇 Read the full story below: 
https://lnkd.in/eSmK89eb

#HealthcareAI #HealthTech #LLMOps #AI ",10/31/2025,0.0401785708963871
"What happens when you ask coding agents to turn a classroom board game into a digital one?

Our ML Engineer Cascha van Wanrooij put it to the test and shares his lessons in our new technical blog. He dives into:
🔸 What’s the setup needed
🔸 How coding agents perform on digitizing a game based on its guidebook
🔸 What the AI-scout method brings to the table
🔸 The challenge of silent collapse in LLMs
🔸 Where human input still drives originally

📖 Read the full piece below: 
https://lnkd.in/eDi-vHJ5

#AIAgents #LLMs #AICoding",10/30/2025,0.045235805213451385
"Since Google launched AI Overviews, news publishers have reported drops in traffic. 

🎧 In our latest podcast, Andrii Degeler (unzip.media/Dealroom.co) and Ioanna Lykiardopoulou discuss what the GenAI shift means for journalism’s business model, and where new opportunities might lie. 

👉 Listen to the full conversation here: https://lnkd.in/eWeN_amE

#TheKickstartAIPodcast #GenAI #Journalism 
",10/29/2025,0.0835486650466919
"It was exciting to join the LUMC hackathon with NIOs, Cairelab and kaiko.ai to explore how AI can improve wound care and reduce nurses’ administrative burden 🚀 

👀 More to come soon — stay tuned!

#KickstartAI #LUMC #AIinhealthcare ",10/28/2025,0.15751789510250092
"🇳🇱 How can we strengthen the Dutch tech ecosystem and become a leader in AI?

That question took center stage at the Netherlands’ Tech Election Debate on October 7 — co-organized by KickstartAI, NLTech, and Techleap — where politicians, entrepreneurs, and experts came together to discuss how the Netherlands can build a future-proof digital economy and accelerate innovation.

The debate highlighted the importance of investment, talent attraction, and AI adoption as enablers of a strong digital future. 

At KickstartAI, we believe AI holds enormous potential to drive that future —  helping safeguard our welfare state, boost our economy, and strengthen our society. The urgency is clear: if we hesitate, the Netherlands risks falling behind in competitiveness and sovereignty.

💪 It’s time to act now, and do together. 

#AI #AIinNetherlands #TechDebate ",10/24/2025,0.0
"What does the GenAI shift mean for journalists and media organizations? 

🎧 That's they key question we explore in our latest podcast, where Ioanna Lykiardopoulou talks with Andrii Degeler, founder of unzip.media and journalist-in-residence at Dealroom.co. 

The discussion unpacks how newsrooms are experimenting with GenAI, the ethical questions around authorship and disclosure, the impact of Google's AI Overviews on publishers, and what it all means for the business models of media companies. 

👇 Listen to the full podcast below: 
https://lnkd.in/ewnQpayp

#TheKickstartAIpodcast #AI #journalism ",10/23/2025,0.0
"🇪🇺 Europe’s betting big on open large language models, designed to be transparent, multilingual, and built around shared European values.

In our latest piece, we explore the current landscape of Europe’s open LLMs — from EU-backed initiatives to national projects that reflect different ambitions and constraints.

We interviewed Edwin Rijgersberg (founder of AI Studio Delta and the creator of GEITje, the first open Dutch LLM), who shared his  insights on how these efforts are progressing and what’s ahead for Europe’s open AI ecosystem.

Key topics include: 
🔸 The EU’s LLM approach
🔸 National initiatives and how they differ 
🔸 Where Europe stands against US and Chinese models 
🔸 Steps towards a pan-European infrastructure 

👇 Read the full article below: https://lnkd.in/euRsqtyC

#OpenLLMs #EuropeLLMs #EUAIstrategy",10/21/2025,0.0272479560226202
"🌎 How can AI and data science help us tackle the world’s biggest environmental challenges? Join us for a special edition of the KickstartAI meetup, co-hosted with the Data & Drinks community by Xomnia, to explore how technology is helping protect our planet.

➡️  What’s on the agenda:
🔸 Akhil Chhibber 🇮🇳 🇳🇱 (Lionsville B.V.): Mapping deforestation in the Amazon with deep learning
🔸 Inês S. Veríssimo (Xomnia): AI-powered solutions for sea turtle monitoring
🔸 Maria Bader, Ph.D. (CorrelAid Nederland): Using satellite imagery to help wildlife rangers make data-driven conservation decisions

Get ready for an evening of practical talks, networking, and drinks with fellow AI practitioners and environmental scientists.

👉 Interested? RSVP here: https://lnkd.in/euUuzrqg

#AI #KickstartAImeetup #AIfortheplanet",10/20/2025,0.05637982115149498
"How can AI support students who learn differently?

🎧 In our latest podcast, Damian Ashworth, co-founder of BrainBite and Ioanna Lykiardopoulou explore how AI tutors could help students who don’t fit into traditional school systems. 

They discuss how AI can give curious learners the space to ask questions freely and learn at their own pace, beyond the limits of the classroom.

👉 Listen to the full conversation: https://lnkd.in/eGG9eR8K

#TheKicstartAIPodcast #AItutors #AIinEducation",10/16/2025,0.07916900515556335
"⚠️ What are we going to do to start AI adoption tomorrow?
That’s the key question our CEO Nils Beers posed during his speech at the Netherlands’ Tech Election Debate we co-organized last week.

At KickstartAI, we believe AI isn’t a blocker — it’s a force for good. It can safeguard our welfare state, boost our economy, and strengthen our society. The urgency is clear: if we hesitate, the Netherlands risks falling behind in competitiveness and sovereignty.

That’s why there’s no more time for endless roundtable talks, boardroom discussions, and debates in The Hague. 

It’s time to:
🔸Boost public investment by supporting frontrunners from business and from the tech ecosystem
🔸Adopt rules that support entrepreneurs instead of overburdening them with compliance and uncertainty
🔸Focus on measurable impact instead of AI pilots
🔸Create space for the doers and enable them to share their learnings

🚀 We need to act now. 
🤝 Let’s build a coalition of doing, together.

#AI #AIadoption #Coalitionofthedoing #AIadoptieNederland",10/15/2025,0.1568441092967987
"🤔 How can we make sure that AI tutors teach the right thing?

In our latest podcast, Ioanna Lykiardopoulou and Damian Ashworth from BrainBite discuss one of the biggest challenges for AI in education: hallucinations.

Ashworth explains the role of guardrailing and curated data in helping AI deliver accurate, reliable information.

🎧 Listen to the full discussion here: https://lnkd.in/eGG9eR8K

#TheKickstartAIPodcast #AI #AIinEducation",10/13/2025,0.06472684442996979
"We’re proud to have worked with KLM Royal Dutch Airlines on the Fuel AI Challenge ✈️ 

During an intensive two weeks, data scientists and AI engineers from KickstartAI and our partner companies, KLM, Nederlandse Spoorwegen, ING, and Ahold Delhaize, set out to explore: 

👉 How can AI help us better understand and predict the contingency fuel needed for each flight?

This challenge demonstrated not only AI's potential to bring added value, but also the power of collaboration that can further boost the Dutch ecosystem. 

Want to learn more about contingency fuel and what we discovered during the challenge? Check out the video below!

#AI #Innovation #Aviation
",10/10/2025,0.0926174521446228
"Afgelopen dinsdag organiseerden NLTech, KickstartAI en Techleap hét Nederlandse Tech verkiezingsdebat, waar kandidaat-Kamerleden en ondernemers in gesprek gingen over een toekomstbestendige digitale economie en sterk tech-ecosysteem.
 
Kandidaat-Kamerleden Wimar Bolhuis (GroenLinks-PvdA), Maes van Lanschot (CDA), Claire Martens - America (VVD), Joost Sneller (D66), Marieke Koekkoek (Volt Nederland) en Christian van der Krift, PhD (ChristenUnie) gingen het debat aan over hoe Nederland een toekomstbestendig tech ecosysteem —  van startups tot digitale kampioenen — kan bouwen en hoe we als Nederland AI-koploper kunnen worden.
 
Wat opviel tijdens de discussie over #kapitaal: vrijwel alle partijen pleitten voor meer langetermijndenken en investeringszekerheid. Niemand twijfelde aan de noodzaak om innovatie te stimuleren, maar de vraag bleef 𝘩𝘰𝘦. Er werd gepleit voor het versterken van de Europese #kapitaalunie, maar ook voor een nationale #investeringsinstelling en meer publiek-private samenwerking.
 
Onderwijs en kennisontwikkeling vormen de basis van onze toekomstige economie. Tegelijkertijd benadrukte de partijen dat fiscale regelingen als de expat-regeling cruciaal zijn voor het aantrekken van internationaal #talent, en dat aanpassing hiervan onverstandig is voor de Nederlandse concurrentiepositie binnen de EU.
 
#AI werd gezien als essentieel. VVD, GLPvdA, Volt, D66 en CU waren het eens: voor Nederland is het nu tijd voor actie om concurrerend te blijven en kansen te grijpen door snelle (en verantwoorde) AI-adoptie.

👉 Belangrijk is nu dat we deze mooie plannen en ambities terugzien in het regeerakkoord. 

#AI #AINederland ",10/09/2025,0.15047290921211243
"TechDays 2025 was a blast 🎉
This year was extra special, as we opened the doors to the entire Dutch AI community! A great crowd of AI engineers and data scientists joined our flagship event to bring our theme — AI in Action — to life 🧡

Here are some of our highlights:
🔹 We learned from insightful talks, including:
Edwin Rijgersberg on how (not) to train open LLMs
Maarten C. Stol on the relationship between learning and reasoning in modern AI
Okke van der Wal on how AI is transforming Uber payments

🔹We dived into: 
 – The future of AI with expert from TNO and ASML
 – AI’s social impact through inspiring use cases from Otermans Institute, 510 - The Netherlands Red Cross' data & digital team, and CorrelAid Nederland
 – Critical industry applications in healthcare (Ditto) and food waste prevention (OneThird)

🔹 We rolled up our sleeves in hands-on workshops — from building guardrails for conversational AI agents to designing multi-agent systems. Huge thanks to ML6 and Cisco!

🔹 We connected — through Q&As, networking, and over plenty of food and drinks, sparking new ideas and conversations.

✨ What excites us most is what comes next: turning these ideas into real collaborations and practical results, together with this incredible community. 

Two initiatives are already taking shape — and we can’t wait to share more soon. In the meantime, here’s a video recap to relive the spirit of TechDays 2025👇

#TechDays2025 #KickstartAI #AIinNetherlands",10/09/2025,0.11047027260065079
